;;;4169;Exégèse et philologie biblique
;;4170;;Mysticisme
;;4171;;Œcuménisme
;;3359;;Spiritualité et témoignages chrétiens
;;3348;;Catholicisme
;;;4172;Fêtes et pratiques catholiques
;;;4173;Textes spirituels du catholicisme
;;;4174;Liturgies et prières
;;;4175;Textes du magistère
;;;3358;Saints et grands figures du catholicisme
;;;3361;Catéchèse jeunesse
;;;3362;Catéchuménat, catéchèse adulte
;;;4279;Préparation aux sacrements
;;3349;;Protestantisme
;;;4176;Fêtes et pratiques protestantes
;;;4177;Textes spirituels du protestantisme
;;;4178;Liturgies et prières
;;;4179;Grands figures du protestantisme
;;;4180;Catéchèse jeunesse
;;;4181;Catéchuménat, catéchèse adulte
;;3350;;Orthodoxie
;;;4182;Fêtes et pratiques orthodoxes
;;;4183;Textes spirituels de l'orthodoxie
;;;4184;Liturgies et prières
;;;4185;Textes du magistère
;;;4186;Saints et grandes figures de l'orthodoxie
;;;4187;Catéchèse jeunesse
;;;4188;Catéchuménat, catéchèse adulte
;;4046;;Théologie
;;;4189;Théologies médiévales
;;;4190;Théologies modernes (XVI-XVIII siècle)
;;;4191;Théologies contemporaines
;;;4192;Philosophie et théologie
;;;4193;Thèmes doctrinaux
;;4045;;Patristique
;;;4194;Pères du désert
;;;4195;Pères grecs
;;;4196;Pères latins
;;;4197;Pères orientaux
;;;4198;Patrologie
;;4199;;Monachisme
;3351;;;Islam
;;4200;;Fêtes et pratiques de l'islam
;;4201;;Coran
;;;4202;Etudes et commentaires coraniques
;;4203;;Prières et invocations
;;4204;;Philosophie
;;4205;;Hadith
;;4206;;Droit et jurisprudence
;;4207;;Grandes figures de l'islam
;;4208;;Prophètes
;;4209;;Courants de l'islam
;;;4210;Sunnisme
;;;4211;Chiismes
;;;4212;Soufisme
;3352;;;Judaïsme
;;4213;;Torah
;;;4214;Talmud et écrits talmudiques
;;;4215;Loi juive
;;4216;;Kabbale et autres textes spirituels
;;4217;;Liturgies et prières
;;4218;;Fêtes et pratiques du judaïsme
;;4219;;Enseignement du judaïsme
;;4220;;Grandes figures du judaïsme
;;4221;;Littérature rabbinique
;3353;;;Religions et sagesses orientales
;;3354;;Bouddhisme
;;;4222;Prières
;;;4223;Fêtes et pratiques du bouddhisme
;;;4224;Enseignement du bouddhisme
;;;4225;Textes spirituels du bouddhisme
;;;4226;Grands figures du bouddhisme
;;;4227;Bouddhisme ancien
;;;4228;Bouddhisme theravada
;;;4229;Bouddhisme mahayana
;;;4230;Bouddhisme tibétain (vajrayana)
;;3355;;Hindouisme
;;;4231;Prières
;;;4232;Fêtes et pratiques de l’hindouisme
;;;4233;Enseignement de l’hindouisme
;;;4234;Théologie de l’hindouisme
;;;4235;Textes spirituels de l’hindouisme
;;;4236;Grandes figures de l’hindouisme
;;4237;;Shintoïsme
;;;4238;Prières
;;;4239;Fêtes et pratiques du shintoïsme
;;;4240;Enseignement du shintoïsme
;;;4241;Textes spirituels du shintoïsme
;;;4242;Grandes figures du shintoïsme
;;4243;;Taoïsme
;;;4244;Prières
;;;4245;Fêtes et pratiques du taoïsme
;;;4246;Enseignement du taoïsme
;;;4247;Textes spirituels du taoïsme
;;;4248;Grandes figures du taoïsme
;;4249;;Confucianisme
;;;4250;Prières
;;;4251;Fêtes et pratiques du confucianisme
;;;4252;Enseignement du confucianisme
;;;4253;Textes spirituels du confucianisme
;;;4254;Grands figures du confucianisme
;4255;;;Polythéisme, spiritualité ethnique
;3917;;;Religions de l'Antiquité
;4064;;;Agnosticisme
;4256;;;Athéisme
;3356;;;Histoire des religions
;;4034;;Histoire du christianisme
;;;4257;Histoire du catholicisme
;;;4258;Histoire du protestantisme
;;;4259;Histoire de l’orthodoxie
;;4051;;Histoire de l'islam
;;4035;;Histoire du judaïsme
;;4260;;Histoire des religions orientales
;;;4261;Histoire du bouddhisme
;;;4262;Histoire de l'hindouisme
;3363;;;Jeunesse
;;4263;;Christianisme
;;4264;;Islam
;;4265;;Judaïsme
;;4266;;Religions orientales
;3364;;;Religion et société
;4267;;;Dialogue interreligieux
;4268;;;Religion comparée
;4269;;;Spiritualité, témoignages de sagesses
;4270;;;Méditations
3365;;;;ÉSOTÉRISME, OCCULTISME
;3366;;;Magie
;;3367;;Hermétisme, Alchimie
;;3368;;Ésotérisme
;;3369;;Sorcellerie
;;3370;;Symboles
;;3371;;Parapsychisme, Magnétisme, Guérisseurs
;;3372;;Art divinatoire
;3373;;;Énigme, Phénomène inexpliqué
;3374;;;Esprit, Paranormal
;3375;;;Sociétés secrètes
;3376;;;Croyance, Mythe, Rêve
3377;;;;HISTOIRE
;3378;;;Histoire générale et thématique
;;3379;;Personnages historiques
;;3380;;Documents historiques
;;3381;;Monde
;;4040;;Afrique
;;4037;;Amériques
;;4036;;Asie
;;4039;;Moyen-Orient
;;4038;;Océanie
;;3382;;Europe
;;3383;;France
;3384;;;Préhistoire
;3385;;;Antiquité
;3386;;;Moyen Age
;3387;;;Renaissance
;3388;;;Les Temps Modernes (avant 1799)
;3389;;;Histoire contemporaine (1799 - 1914)
;3390;;;Première Guerre Mondiale
;3391;;;Histoire de l'entre-deux guerres (1919-1939)
;3392;;;Deuxième Guerre Mondiale
;3393;;;Période 1945-1989
;3394;;;Histoire post-moderne (depuis 1989)
3395;;;;GÉOGRAPHIE
;3396;;;Géographie générale, thématique
;3397;;;Géographie régionale, géographie des territoires
;3398;;;Géographie physique, géo-système
;;3399;;Géomorphologie
;;3400;;Climatologie
;;3401;;Hydrologie
;;3402;;Biogéographie
;3403;;;Géographie humaine, écoumène
;;3404;;Géographie sociale
;;3405;;Géopolitique
;;3406;;Géographie de l'environnement
;;3407;;Géographie culturelle
;3408;;;Géographie mathématique
;;3409;;Techniques cartographiques
;;3410;;Photogrammétrie
;;3412;;Analyse spatiale
;3413;;;Techniques géographiques
;;3414;;Système d'information géographique, géomatique
;;3415;;Télédétection
;3416;;;Géographie quantitative, géostatistique
;3417;;;Géographie qualitative
3418;;;;OUVRAGES DE REFERENCE
;3419;;;Dictionnaires de français
;;3420;;Dictionnaires de français en un seul volume
;;3421;;Dictionnaires de français en plusieurs volumes
;;3422;;Dictionnaires généralistes
;;3423;;Dictionnaires de langage
;;3424;;Dictionnaires scolaires
;3425;;;Dictionnaires de langues étrangères
;;3426;;Dictionnaires de langues d'origine étrangère
;;3427;;Dictionnaires bilingues français/autres langues
;4078;;;Dictionnaires de sciences humaines
;3428;;;Encyclopédies générales
;;3429;;Encyclopédie générale en un seul volume
;;3430;;Encyclopédie générale en plusieurs volumes
;3431;;;Encyclopédies et dictionnaires thématiques
;;3432;;Encyclopédie et dictionnaire thématique en un seul volume
;;3433;;Encyclopédie et dictionnaire thématique en plusieurs volumes
;3434;;;Encyclopédies en fascicules
;3801;;;Ouvrages de documentation
;;4280;;Almanach
;;4281;;Annuaire
;;4282;;Catalogue éditeur
;;4283;;Bibliothéconomie
3435;;;;LITTÉRATURE GÉNÉRALE
;3436;;;Oeuvres classiques
;;3437;;Antiquité
;;3438;;Moyen Age
;;3439;;Moderne (avant 1799)
;;3440;;XIXe siècle
;;3441;;XXe siècle avant 1945
;3442;;;Romans
;;3443;;Romans francophones
;;3444;;Romans étrangers
;3445;;;Romans et nouvelles de genre
;;3446;;Romans d'aventures
;;3447;;Romans d'espionnage
;;3448;;Romans policiers
;;;3449;Policier historique
;;;3450;Policier procédural (type série les Experts)
;;;3451;Policier humoristique
;;3452;;Romans noirs
;;3453;;Thriller
;;;3454;Thriller psychologique
;;;3455;Thriller conspiration, politique, espionnage et militaire
;;;3456;Thriller médical et scientifique
;;;3457;Thriller juridique et financier
;;;3458;Thriller ésotérique
;;3459;;Romans d'amour, romans sentimentaux
;;;3460;Sentimental contemporain
;;;3461;Sentimental suspens
;;;3462;Sentimental historique
;;;3463;Sentimental paranormal, bit-lit
;;;3464;Comédie sentimentale
;;3465;;Chick-lit
;;3466;;Science-fiction
;;;3467;Fiction spéculative
;;;3468;Dystopie et Uchronie
;;;3469;Cyberpunk, technologique
;;;3504;Hard Science
;;;3470;Space Opéra et Planet Opéra
;;;3471;Militaire
;;;3472;Voyage dans le temps
;;;3473;Post-Apocalyptique
;;3474;;Fantastique, Terreur
;;;3475;Horreur, Terreur
;;;3476;Gothique
;;;3477;Créatures surnaturelles (vampire, zombie, fantôme, fée, etc.)
;;3478;;Fantasy, Merveilleux
;;;3479;Fantasy médiévale et arthurienne
;;;3480;Heroic fantasy
;;;3481;Fantasy épique
;;;3482;Fantasy humoristique
;;;3483;Dark Fantasy
;;;3484;Fantasy historique
;;;3485;Fantasy urbaine
;;;3486;Fantasy animalière
;;3487;;Romans érotiques
;;3488;;Romans humoristiques
;;3489;;Romans historiques
;;;3490;Préhistoire
;;;3491;Antiquité
;;;3492;Moyen Age
;;;3493;Moderne (avant 1799)
;;;3494;XIXe siècle
;;;3505;1914-1918
;;;3506;XXe siècle avant 1945
;;;3507;1939-1945
;3495;;;Contes et légendes
;;3496;;Contes et légendes du monde
;;3497;;Contes et légendes de France
;;3498;;Contes et légendes d'Europe
;;3499;;Contes et légendes Maghreb, Moyen-Orient
;;3500;;Contes et légendes d'Afrique
;;3501;;Contes et légendes d'Asie
;;3502;;Contes et légendes des Amériques
;;3503;;Contes et légendes d'Océanie
;3508;;;Romans régionaux, Terroir
;;3509;;Alsace, Lorraine
;;;3510;Alsace (Strasbourg, Colmar, Mulhouse)
;;;3511;Lorraine (Metz, Nancy)
;;3512;;Aquitaine
;;;3513;Béarn (Pau)
;;;3514;Gascogne
;;;3515;Guyenne (Bordeaux)
;;;3516;Navarre
;;;3517;Périgord
;;3518;;Auvergne
;;;3519;Bourbonnais (Moulins)
;;;3520;Livradois, Forez
;;;3521;Velay (Le Puy en Velay, Yssingeaux)
;;3522;;Normandie
;;;3523;Alençon
;;;3524;Perche
;;;3525;Pays d'Auge
;;;3526;Pays de Caux
;;3527;;Bourgogne
;;;3528;Chalonnais
;;;3529;Charolais
;;;3530;Mâconnais
;;;3531;Morvan
;;;3532;Nivernois (Nevers)
;;3533;;Bretagne
;;3534;;Centre, Val-de-Loire
;;;3535;Berry (Bourges)
;;;3536;Blésois
;;;3537;Chartrain
;;;3538;Drouais
;;;3539;Dunois
;;;3540;Orléanais
;;;3541;Sancerrois
;;;3542;Sologne
;;;3543;Touraine (Tours)
;;;3544;Val-de-Loire
;;3545;;Champagne, Ardennes
;;;3546;Givet
;;;3547;Mouzon
;;3548;;Corse
;;3549;;Franche-Comté
;;3550;;Paris, Ile-de-France
;;;3551;Paris
;;;3552;Ile-de-France
;;3553;;Languedoc, Roussillon
;;;3554;Cévennes
;;;3555;Gévaudan
;;;3556;Languedoc (Montpellier)
;;3557;;Nord, Pas de Calais, Picardie
;;;3558;Artois (Arras)
;;;3559;Flandre (Lille)
;;;3560;Picardie (Amiens)
;;3561;;Pays de la Loire
;;;3562;Anjou (Angers)
;;;3563;Maine et Perche (Le Mans)
;;;3564;Nantais
;;;3565;Vendée
;;3566;;Poitou-Charentes
;;;3567;Angoumois (Angoulême)
;;;3568;Aunis-et-Saintonge (La Rochelle)
;;;3569;Poitou (Poitiers)
;;3570;;PACA
;;;3571;Camargue
;;;3572;Luberon
;;;3573;Nice
;;;3574;Orange
;;;3575;Provence (Aix)
;;;3576;Riviera
;;;3577;Venaissin
;;3578;;Rhône-Alpes
;;;3579;Beaujolais
;;;3580;Bresse
;;;3581;Dauphiné (Grenoble)
;;;3582;Forez
;;;3583;Lyonnais (Lyon)
;;;3584;Mercantour
;;;3585;Savoie
;;;3586;Vivarais
;;3587;;Limousin
;;;3588;La Marche (Guéret)
;;;3589;Limousin (Limoges)
;;3590;;Midi-Pyrénées
;;;3591;Armagnac
;;;3592;Aubrac
;;;3593;Bigorre
;;;3594;Causses
;;;3595;Comminges
;;;3596;Couserans
;;;3597;Comté de Foix
;;;3598;Haut-Languedoc, Toulousain
;;;3599;Quercy
;;;3600;Lavedan
;;;3601;Rouergue
;;3602;;DOM-TOM, Outre-mer, Territoires français
;;;3603;Antilles françaises
;;;3604;Guyane
;;;3605;La Réunion
;;;3606;Nouvelle-Calédonie (Mélanésie)
;;;3607;Polynésie française, Wallis-et-Futuna
;;;3608;Saint-Pierre et Miquelon
;;;3609;TAAF (Terres australes antarctiques françaises)
;;3610;;Monaco
;;3611;;Benelux (Belgique, Pays-Bas, Luxembourg)
;;;3612;Brabant wallon
;;;3613;Flandres
;;;3614;Hainaut
;;;3615;Liège
;;;3616;Namur
;;;3617;Luxembourg
;;;3618;Pays-Bas
;;3619;;Provinces de Québec
;;3620;;Cantons de Suisse
;3621;;;Nouvelles
;3622;;;Théâtre
;;3623;;Tragédie
;;;3624;Tragédie antique
;;;3625;Tragédie classique
;;;4084;Dramaturgie contemporaine
;;3626;;Comédie
;;;4088;Comédie musicale
;;;3627;Comédie de caractères, de moeurs
;;;3628;Comédie ballet
;;;3629;Farce
;;;3630;Vaudeville
;;;4085;Comédie antique et classique
;;;4086;Comédie contemporaine
;;;4087;Sketch
;;;4089;Comédie dramatique
;;3631;;Tragi-comédie
;;3632;;Drame
;;4090;;Monologue
;3633;;;Poésie
